"x","y"
12,25
92,185
28,57
32,65
40,81
63,127
47,95
18,37
17,35
33,67
50,101
48,97
17,35
28,57
89,179
23,47
70,141
35,71
59,119
85,171
63,127
81,163
58,117
53,107
20,41
17,35
95,191
92,185
21,43
17,35
35,71
74,149
58,117
84,169
2,5
43,87
20,41
90,181
97,195
94,189
70,141
98,197
39,79
3,7
58,117
41,83
15,31
84,169
94,189
76,153
98,197
46,93
63,127
19,39
78,157
54,109
31,63
42,85
69,139
100,201
11,23
88,177
39,79
33,67
2,5
93,187
15,31
67,135
52,105
81,163
51,103
48,97
49,99
44,89
82,165
25,51
54,109
2,5
85,171
21,43
13,27
87,175
97,195
55,111
2,5
52,105
69,139
78,157
86,173
73,147
96,193
71,143
2,5
55,111
42,85
33,67
50,101
23,47
77,155
62,125
21,43
18,37
54,109
83,167
99,199
57,115
33,67
21,43
23,47
24,49
29,59
70,141
87,175
11,23
15,31
44,89
25,51
39,79
62,125
43,87
72,145
98,197
89,179
55,111
63,127
97,195
62,125
2,5
22,45
56,113
2,5
59,119
11,23
82,165
29,59
22,45
60,121
64,129
36,73
38,77
23,47
27,55
12,25
95,191
43,87
25,51
28,57
39,79
43,87
96,193
86,173
58,117
94,189
39,79
64,129
43,87
51,103
19,39
47,95
88,177
73,147
78,157
28,57
14,29
68,137
20,41
83,167
63,127
28,57
88,177
92,185
66,133
16,33
83,167
32,65
72,145
87,175
53,107
42,85
70,141
82,165
66,133
52,105
17,35
76,153
7,15
36,73
41,83
35,71
9,19
10,21
34,69
47,95
37,75
68,137
86,173
15,31
3,7
100,201
54,109
42,85
28,57
66,133
97,195
98,197
92,185
81,163
5,11
78,157
98,197
38,77
14,29
26,53
67,135
67,135
23,47
4,9
28,57
92,185
97,195
10,21
29,59
14,29
56,113
49,99
22,45
94,189
65,131
2,5
51,103
26,53
77,155
64,129
54,109
35,71
98,197
26,53
97,195
61,123
47,95
39,79
42,85
32,65
22,45
8,17
64,129
67,135
11,23
33,67
90,181
65,131
22,45
36,73
99,199
62,125
98,197
78,157
65,131
24,49
14,29
10,21
11,23
78,157
95,191
18,37
42,85
47,95
92,185
61,123
20,41
48,97
21,43
75,151
54,109
18,37
98,197
23,47
38,77
50,101
65,131
48,97
91,183
70,141
69,139
78,157
19,39
60,121
37,75
38,77
44,89
18,37
15,31
92,185
76,153
45,91
2,5
49,99
100,201
37,75
49,99
13,27
35,71
13,27
43,87
22,45
10,21
18,37
26,53
74,149
32,65
100,201
83,167
74,149
68,137
67,135
73,147
82,165
31,63
29,59
88,177
11,23
56,113
8,17
37,75
94,189
80,161
47,95
97,195
35,71
12,25
89,179
15,31
21,43
53,107
21,43
70,141
12,25
8,17
16,33
53,107
92,185
25,51
10,21
92,185
4,9
53,107
89,179
20,41
6,13
45,91
37,75
82,165
68,137
56,113
56,113
84,169
99,199
27,55
52,105
15,31
33,67
56,113
71,143
11,23
20,41
46,93
62,125
7,15
94,189
37,75
4,9
79,159
59,119
53,107
68,137
89,179
93,187
26,53
7,15
31,63
72,145
48,97
46,93
44,89
70,141
13,27
69,139
78,157
76,153
11,23
16,33
70,141
75,151
6,13
54,109
66,133
50,101
53,107
9,19
21,43
80,161
56,113
77,155
65,131
38,77
91,183
61,123
67,135
82,165
54,109
45,91
66,133
91,183
88,177
49,99
90,181
72,145
54,109
100,201
95,191
25,51
35,71
70,141
13,27
75,151
56,113
49,99
27,55
34,69
24,49
95,191
85,171
69,139
56,113
33,67
28,57
32,65
94,189
30,61
76,153
49,99
41,83
41,83
35,71
94,189
68,137
86,173
97,195
80,161
90,181
54,109
12,25
26,53
52,105
36,73
15,31
86,173
49,99
94,189
95,191
40,81
24,49
58,117
16,33
37,75
78,157
57,115
10,21
89,179
63,127
75,151
15,31
39,79
72,145
39,79
26,53
81,163
88,177
54,109
66,133
73,147
45,91
78,157
34,69
5,11
91,183
77,155
24,49
12,25
7,15
33,67
40,81
35,71
11,23
24,49
99,199
7,15
70,141
79,159
88,177
41,83
7,15
27,55
15,31
30,61
29,59
72,145
79,159
83,167
38,77
88,177
10,21
94,189
55,111
34,69
44,89
12,25
75,151
86,173
42,85
78,157
10,21
23,47
8,17
45,91
52,105
17,35
9,19
96,193
68,137
83,167
83,167
42,85
68,137
15,31
62,125
54,109
100,201
73,147
40,81
14,29
31,63
35,71
56,113
58,117
66,133
94,189
35,71
48,97
18,37
56,113
69,139
27,55
100,201
66,133
82,165
96,193
77,155
31,63
16,33
9,19
67,135
28,57
66,133
35,71
100,201
83,167
53,107
47,95
44,89
93,187
54,109
64,129
96,193
71,143
6,13
80,161
10,21
14,29
98,197
52,105
94,189
22,45
67,135
48,97
36,73
57,115
56,113
51,103
61,123
71,143
37,75
5,11
4,9
82,165
85,171
83,167
84,169
57,115
15,31
99,199
53,107
35,71
22,45
49,99
69,139
80,161
63,127
45,91
44,89
52,105
55,111
92,185
30,61
35,71
63,127
68,137
23,47
73,147
32,65
17,35
92,185
78,157
28,57
32,65
6,13
75,151
59,119
5,11
50,101
63,127
47,95
1,3
95,191
91,183
65,131
8,17
32,65
50,101
18,37
24,49
4,9
80,161
37,75
96,193
8,17
58,117
7,15
14,29
89,179
86,173
5,11
91,183
77,155
7,15
61,123
30,61
33,67
99,199
60,121
75,151
24,49
12,25
5,11
44,89
65,131
17,35
11,23
96,193
53,107
21,43
44,89
57,115
29,59
18,37
94,189
71,143
53,107
12,25
30,61
22,45
57,115
80,161
79,159
44,89
59,119
61,123
36,73
31,63
10,21
37,75
39,79
79,159
39,79
28,57
7,15
23,47
3,7
85,171
34,69
15,31
57,115
3,7
52,105
42,85
77,155
13,27
6,13
4,9
24,49
33,67
30,61
28,57
53,107
85,171
95,191
29,59
75,151
14,29
19,39
98,197
76,153
33,67
39,79
2,5
74,149
79,159
66,133
95,191
100,201
63,127
64,129
16,33
5,11
1,3
87,175
54,109
42,85
2,5
30,61
83,167
12,25
4,9
62,125
55,111
38,77
79,159
89,179
42,85
4,9
14,29
57,115
53,107
79,159
97,195
80,161
6,13
33,67
81,163
48,97
23,47
2,5
40,81
14,29
24,49
69,139
70,141
62,125
6,13
20,41
25,51
77,155
96,193
79,159
93,187
42,85
60,121
24,49
77,155
62,125
68,137
52,105
9,19
16,33
40,81
23,47
71,143
92,185
71,143
34,69
60,121
29,59
9,19
34,69
36,73
11,23
36,73
63,127
94,189
45,91
78,157
48,97
5,11
31,63
28,57
8,17
16,33
48,97
34,69
53,107
58,117
53,107
4,9
56,113
72,145
67,135
49,99
37,75
33,67
45,91
97,195
25,51
6,13
9,19
79,159
70,141
25,51
97,195
19,39
45,91
55,111
84,169
64,129
56,113
94,189
22,45
46,93
18,37
75,151
47,95
79,159
79,159
79,159
21,43
18,37
32,65
33,67
74,149
35,71
52,105
22,45
27,55
56,113
7,15
79,159
28,57
3,7
65,131
66,133
52,105
4,9
43,87
22,45
76,153
68,137
55,111
20,41
21,43
48,97
24,49
80,161
68,137
84,169
74,149
22,45
78,157
50,101
45,91
54,109
95,191
34,69
80,161
6,13
51,103
97,195
40,81
100,201
28,57
19,39
25,51
12,25
63,127
89,179
42,85
9,19
92,185
15,31
35,71
73,147
93,187
14,29
51,103
25,51
95,191
72,145
24,49
13,27
63,127
81,163
9,19
81,163
4,9
65,131
11,23
6,13
25,51
95,191
91,183
93,187
16,33
66,133
60,121
59,119
24,49
28,57
5,11
64,129
29,59
22,45
76,153
9,19
41,83
98,197
16,33
78,157
9,19
59,119
55,111
36,73
86,173
32,65
49,99
72,145
61,123
97,195
42,85
4,9
21,43
42,85
22,45
19,39
43,87
95,191
34,69
56,113
52,105
95,191
54,109
46,93
30,61
62,125
12,25
37,75
18,37
6,13
32,65
81,163
26,53
69,139
60,121
49,99
13,27
27,55
3,7
24,49
60,121
47,95
100,201
73,147
4,9
1,3
40,81
57,115
79,159
89,179
1,3
89,179
42,85
75,151
37,75
35,71
2,5
45,91
2,5
73,147
7,15
97,195
9,19
52,105
99,199
46,93
94,189
60,121
20,41
19,39
6,13
88,177
48,97
19,39
19,39
92,185
32,65
24,49
7,15
23,47
93,187
84,169
46,93
57,115
95,191
66,133
89,179
24,49
44,89
88,177
65,131
30,61
2,5
34,69
22,45
96,193
62,125
20,41
35,71
95,191
88,177
50,101
14,29
34,69
5,11
91,183
54,109
94,189
20,41
37,75
61,123
54,109
17,35
75,151
50,101
7,15
47,95
70,141
70,141
51,103
12,25
33,67
10,21
30,61
25,51
41,83
59,119
76,153
9,19
26,53
37,75
96,193
61,123
15,31
79,159
49,99
4,9
21,43
40,81
3,7
39,79
32,65
33,67
65,131
79,159
47,95
34,69
34,69
84,169
49,99
78,157
46,93
45,91
22,45
84,169
31,63
98,197
92,185
61,123
3,7
57,115
52,105
31,63
73,147
98,197
55,111
88,177
83,167
26,53
28,57
17,35
44,89
63,127
35,71
38,77
65,131
75,151
17,35
96,193
66,133
7,15
42,85
61,123
60,121
45,91
32,65
4,9
82,165
27,55
80,161
97,195
27,55
90,181
91,183
84,169
77,155
6,13
37,75
28,57
77,155
96,193
1,3
63,127
65,131
23,47
90,181
40,81
17,35
99,199
43,87
23,47
48,97
93,187
70,141
64,129
89,179
72,145
70,141
73,147
40,81
27,55
88,177
53,107
11,23
65,131
39,79
24,49
21,43
31,63
40,81
11,23
86,173
3,7
8,17
63,127
2,5
21,43
55,111
66,133
82,165
57,115
96,193
50,101
58,117
5,11
53,107
74,149
69,139
88,177
8,17
2,5
48,97
95,191
18,37
80,161
63,127
76,153
81,163
14,29
83,167
61,123
61,123
54,109
17,35
11,23
19,39
97,195
7,15
62,125
68,137
35,71
25,51
85,171
36,73
90,181
70,141
12,25
13,27
28,57
79,159
35,71
37,75
30,61
67,135
73,147
70,141
43,87
61,123
29,59
49,99
37,75
5,11
36,73
31,63
52,105
61,123
81,163
74,149
41,83
97,195
26,53
71,143
60,121
1,3
25,51
43,87
40,81
22,45
23,47
40,81
44,89
72,145
71,143
87,175
89,179
96,193
26,53
11,23
16,33
29,59
55,111
47,95
81,163
91,183
88,177
90,181
31,63
15,31
29,59
64,129
81,163
28,57
82,165
40,81
15,31
38,77
27,55
64,129
74,149
88,177
79,159
53,107
97,195
4,9
91,183
92,185
65,131
2,5
46,93
83,167
54,109
34,69
98,197
24,49
70,141
69,139
71,143
43,87
58,117
38,77
84,169
45,91
90,181
5,11
57,115
59,119
51,103
50,101
31,63
12,25
55,111
91,183
91,183
36,73
40,81
13,27
56,113
44,89
53,107
68,137
94,189
90,181
98,197
19,39
88,177
75,151
83,167
67,135
51,103
6,13
53,107
93,187
75,151
74,149
71,143
18,37
4,9
26,53
29,59
7,15
47,95
14,29
81,163
43,87
45,91
21,43
18,37
60,121
71,143
74,149
7,15
94,189
38,77
9,19
74,149
51,103
18,37
92,185
31,63
28,57
52,105
23,47
88,177
90,181
85,171
15,31
69,139
74,149
35,71
56,113
49,99
15,31
54,109
7,15
6,13
11,23
6,13
50,101
63,127
1,3
82,165
76,153
6,13
18,37
33,67
31,63
63,127
20,41
60,121
66,133
13,27
14,29
86,173
56,113
26,53
23,47
52,105
59,119
42,85
55,111
5,11
19,39
94,189
25,51
10,21
44,89
78,157
73,147
95,191
73,147
54,109
60,121
100,201
92,185
54,109
55,111
44,89
85,171
16,33
61,123
81,163
97,195
5,11
97,195
59,119
7,15
28,57
37,75
2,5
84,169
13,27
28,57
69,139
13,27
8,17
59,119
31,63
87,175
74,149
33,67
58,117
37,75
86,173
23,47
31,63
56,113
66,133
61,123
50,101
55,111
97,195
43,87
95,191
43,87
84,169
82,165
32,65
71,143
82,165
68,137
92,185
62,125
84,169
50,101
70,141
61,123
62,125
93,187
20,41
1,3
82,165
78,157
97,195
6,13
1,3
86,173
94,189
87,175
60,121
59,119
85,171
32,65
41,83
72,145
91,183
29,59
76,153
8,17
97,195
74,149
88,177
82,165
85,171
97,195
11,23
70,141
19,39
32,65
33,67
17,35
43,87
49,99
12,25
15,31
32,65
6,13
81,163
100,201
37,75
76,153
15,31
47,95
58,117
63,127
92,185
90,181
48,97
48,97
20,41
56,113
28,57
41,83
51,103
47,95
75,151
86,173
92,185
11,23
11,23
16,33
52,105
38,77
23,47
68,137
86,173
97,195
54,109
26,53
30,61
61,123
85,171
73,147
43,87
70,141
57,115
46,93
45,91
96,193
30,61
70,141
83,167
34,69
60,121
46,93
85,171
67,135
87,175
47,95
94,189
82,165
65,131
82,165
77,155
27,55
14,29
54,109
28,57
25,51
86,173
53,107
71,143
70,141
1,3
75,151
70,141
51,103
62,125
94,189
16,33
31,63
31,63
26,53
38,77
74,149
81,163
24,49
99,199
9,19
76,153
8,17
17,35
54,109
92,185
91,183
16,33
92,185
66,133
81,163
64,129
34,69
35,71
48,97
65,131
56,113
80,161
18,37
54,109
97,195
43,87
59,119
81,163
34,69
24,49
91,183
18,37
95,191
48,97
80,161
10,21
57,115
39,79
25,51
78,157
9,19
78,157
87,175
40,81
77,155
79,159
40,81
3,7
93,187
91,183
30,61
38,77
68,137
86,173
16,33
9,19
3,7
73,147
32,65
48,97
69,139
18,37
76,153
39,79
60,121
91,183
15,31
60,121
13,27
85,171
63,127
34,69
79,159
28,57
69,139
82,165
93,187
57,115
88,177
67,135
71,143
22,45
22,45
96,193
11,23
21,43
91,183
92,185
16,33
17,35
47,95
92,185
7,15
79,159
3,7
98,197
87,175
49,99
47,95
97,195
96,193
96,193
94,189
8,17
67,135
43,87
56,113
52,105
73,147
39,79
3,7
68,137
53,107
56,113
72,145
44,89
84,169
75,151
98,197
83,167
39,79
4,9
22,45
100,201
1,3
56,113
17,35
60,121
96,193
12,25
29,59
27,55
37,75
96,193
38,77
41,83
48,97
32,65
38,77
85,171
57,115
58,117
24,49
97,195
83,167
46,93
46,93
96,193
69,139
15,31
3,7
59,119
93,187
87,175
11,23
26,53
22,45
87,175
92,185
98,197
72,145
71,143
97,195
36,73
55,111
45,91
20,41
50,101
78,157
92,185
64,129
33,67
77,155
29,59
19,39
57,115
20,41
31,63
45,91
93,187
56,113
24,49
76,153
27,55
68,137
94,189
29,59
61,123
40,81
63,127
53,107
59,119
51,103
84,169
96,193
53,107
83,167
27,55
21,43
4,9
8,17
29,59
55,111
11,23
77,155
38,77
100,201
55,111
33,67
98,197
99,199
64,129
96,193
89,179
49,99
6,13
62,125
64,129
45,91
56,113
43,87
69,139
76,153
69,139
19,39
37,75
81,163
76,153
26,53
53,107
62,125
6,13
54,109
85,171
90,181
67,135
6,13
74,149
13,27
70,141
83,167
16,33
58,117
75,151
19,39
53,107
84,169
44,89
77,155
20,41
93,187
96,193
54,109
82,165
51,103
22,45
23,47
28,57
43,87
99,199
11,23
19,39
21,43
10,21
79,159
4,9
93,187
49,99
92,185
95,191
70,141
73,147
6,13
23,47
43,87
89,179
9,19
78,157
2,5
56,113
86,173
92,185
84,169
33,67
97,195
79,159
26,53
22,45
99,199
32,65
62,125
57,115
60,121
85,171
37,75
63,127
84,169
81,163
54,109
73,147
18,37
96,193
91,183
92,185
3,7
91,183
48,97
2,5
1,3
60,121
38,77
78,157
81,163
90,181
37,75
28,57
60,121
11,23
34,69
74,149
5,11
22,45
90,181
54,109
42,85
57,115
98,197
58,117
39,79
28,57
91,183
18,37
57,115
32,65
52,105
67,135
37,75
34,69
37,75
20,41
69,139
66,133
46,93
81,163
1,3
29,59
73,147
99,199
55,111
70,141
23,47
53,107
75,151
41,83
44,89
18,37
45,91
83,167
6,13
4,9
14,29
33,67
87,175
59,119
19,39
59,119
21,43
94,189
74,149
86,173
56,113
85,171
63,127
97,195
53,107
6,13
41,83
25,51
88,177
31,63
63,127
10,21
4,9
55,111
53,107
39,79
64,129
100,201
97,195
38,77
65,131
93,187
43,87
42,85
65,131
41,83
84,169
30,61
87,175
96,193
62,125
3,7
93,187
95,191
41,83
29,59
96,193
31,63
64,129
82,165
41,83
55,111
36,73
99,199
93,187
37,75
58,117
18,37
92,185
68,137
46,93
44,89
12,25
28,57
26,53
24,49
15,31
45,91
63,127
7,15
41,83
76,153
20,41
9,19
76,153
73,147
39,79
82,165
97,195
62,125
29,59
91,183
71,143
93,187
93,187
98,197
11,23
26,53
66,133
23,47
97,195
65,131
25,51
84,169
95,191
2,5
100,201
86,173
52,105
43,87
77,155
28,57
70,141
64,129
36,73
96,193
3,7
48,97
5,11
31,63
99,199
32,65
97,195
82,165
82,165
86,173
71,143
89,179
56,113
53,107
89,179
96,193
66,133
34,69
66,133
10,21
36,73
72,145
52,105
77,155
42,85
95,191
78,157
46,93
73,147
91,183
36,73
27,55
14,29
93,187
27,55
74,149
79,159
57,115
69,139
55,111
60,121
63,127
10,21
75,151
26,53
12,25
4,9
88,177
97,195
81,163
69,139
70,141
42,85
47,95
76,153
26,53
5,11
89,179
85,171
6,13
87,175
42,85
5,11
73,147
52,105
33,67
53,107
91,183
90,181
100,201
54,109
38,77
78,157
27,55
57,115
76,153
13,27
96,193
10,21
5,11
96,193
63,127
97,195
28,57
1,3
60,121
86,173
90,181
86,173
25,51
31,63
84,169
8,17
100,201
57,115
12,25
81,163
18,37
55,111
13,27
35,71
64,129
16,33
24,49
100,201
46,93
45,91
7,15
28,57
8,17
67,135
73,147
96,193
34,69
45,91
65,131
19,39
6,13
15,31
33,67
78,157
56,113
69,139
96,193
15,31
73,147
73,147
73,147
93,187
92,185
26,53
92,185
25,51
45,91
84,169
69,139
50,101
99,199
49,99
43,87
24,49
76,153
65,131
85,171
32,65
71,143
50,101
89,179
94,189
93,187
92,185
57,115
65,131
65,131
90,181
77,155
45,91
22,45
87,175
49,99
26,53
53,107
13,27
13,27
27,55
72,145
96,193
33,67
22,45
30,61
15,31
98,197
52,105
31,63
39,79
73,147
90,181
66,133
41,83
37,75
61,123
87,175
50,101
24,49
49,99
47,95
19,39
23,47
55,111
34,69
23,47
5,11
29,59
32,65
88,177
66,133
18,37
40,81
22,45
60,121
87,175
71,143
36,73
97,195
29,59
26,53
31,63
19,39
28,57
46,93
52,105
34,69
30,61
68,137
90,181
46,93
37,75
93,187
23,47
29,59
9,19
50,101
92,185
85,171
42,85
35,71
14,29
87,175
28,57
9,19
14,29
39,79
11,23
31,63
13,27
18,37
68,137
30,61
22,45
25,51
44,89
55,111
51,103
77,155
36,73
39,79
84,169
46,93
86,173
35,71
2,5
57,115
21,43
18,37
77,155
88,177
43,87
75,151
48,97
59,119
62,125
19,39
98,197
31,63
84,169
11,23
56,113
47,95
48,97
45,91
26,53
71,143
17,35
28,57
1,3
26,53
97,195
68,137
2,5
34,69
12,25
42,85
15,31
68,137
73,147
82,165
86,173
40,81
77,155
22,45
98,197
16,33
58,117
51,103
6,13
69,139
64,129
19,39
41,83
74,149
97,195
23,47
91,183
32,65
11,23
47,95
63,127
78,157
45,91
33,67
76,153
80,161
10,21
63,127
8,17
75,151
64,129
26,53
36,73
51,103
38,77
74,149
36,73
50,101
61,123
64,129
87,175
70,141
97,195
71,143
95,191
89,179
87,175
25,51
75,151
12,25
16,33
81,163
74,149
25,51
13,27
17,35
83,167
6,13
3,7
46,93
55,111
45,91
48,97
26,53
60,121
84,169
58,117
86,173
89,179
8,17
14,29
52,105
31,63
11,23
8,17
51,103
78,157
54,109
5,11
56,113
55,111
42,85
52,105
51,103
22,45
92,185
20,41
87,175
86,173
45,91
31,63
77,155
4,9
99,199
25,51
65,131
52,105
25,51
9,19
91,183
41,83
42,85
71,143
4,9
69,139
54,109
35,71
76,153
44,89
77,155
61,123
94,189
92,185
7,15
21,43
63,127
90,181
97,195
58,117
38,77
46,93
66,133
80,161
29,59
43,87
79,159
56,113
57,115
58,117
42,85
61,123
89,179
77,155
53,107
3,7
59,119
33,67
13,27
44,89
17,35
41,83
64,129
30,61
28,57
42,85
20,41
86,173
93,187
82,165
43,87
1,3
93,187
87,175
49,99
5,11
2,5
38,77
15,31
19,39
77,155
18,37
10,21
97,195
31,63
16,33
20,41
41,83
32,65
72,145
35,71
7,15
10,21
93,187
94,189
67,135
60,121
76,153
72,145
31,63
77,155
25,51
10,21
92,185
51,103
57,115
51,103
53,107
66,133
16,33
57,115
32,65
48,97
67,135
48,97
48,97
72,145
63,127
42,85
21,43
9,19
94,189
15,31
72,145
34,69
86,173
47,95
34,69
22,45
94,189
16,33
87,175
23,47
69,139
19,39
44,89
77,155
1,3
59,119
29,59
79,159
34,69
10,21
61,123
44,89
20,41
1,3
5,11
17,35
90,181
8,17
2,5
47,95
54,109
7,15
11,23
27,55
30,61
67,135
23,47
66,133
84,169
72,145
40,81
16,33
88,177
49,99
4,9
25,51
66,133
16,33
48,97
56,113
67,135
11,23
80,161
22,45
58,117
14,29
15,31
24,49
87,175
64,129
2,5
97,195
10,21
25,51
40,81
99,199
17,35
74,149
12,25
19,39
19,39
46,93
22,45
22,45
15,31
24,49
5,11
86,173
86,173
96,193
98,197
82,165
94,189
61,123
57,115
63,127
30,61
78,157
61,123
68,137
62,125
14,29
89,179
17,35
41,83
21,43
29,59
39,79
65,131
99,199
13,27
57,115
5,11
100,201
94,189
87,175
72,145
65,131
6,13
32,65
16,33
69,139
90,181
52,105
95,191
60,121
56,113
53,107
44,89
91,183
35,71
93,187
50,101
9,19
66,133
26,53
71,143
40,81
18,37
9,19
10,21
11,23
8,17
62,125
100,201
69,139
34,69
85,171
5,11
33,67
67,135
32,65
38,77
21,43
17,35
74,149
47,95
4,9
45,91
24,49
43,87
84,169
55,111
95,191
30,61
18,37
15,31
12,25
79,159
24,49
56,113
73,147
68,137
39,79
72,145
18,37
89,179
19,39
49,99
60,121
97,195
79,159
34,69
31,63
8,17
100,201
36,73
24,49
82,165
37,75
61,123
36,73
77,155
63,127
7,15
35,71
63,127
39,79
84,169
54,109
7,15
32,65
4,9
13,27
73,147
52,105
62,125
59,119
58,117
74,149
67,135
50,101
80,161
14,29
49,99
90,181
91,183
38,77
95,191
99,199
77,155
56,113
74,149
89,179
86,173
8,17
4,9
85,171
47,95
74,149
13,27
87,175
58,117
33,67
19,39
25,51
57,115
98,197
93,187
83,167
82,165
21,43
4,9
23,47
96,193
59,119
87,175
39,79
42,85
20,41
10,21
42,85
61,123
81,163
86,173
9,19
82,165
10,21
16,33
91,183
65,131
9,19
82,165
68,137
62,125
54,109
38,77
79,159
48,97
95,191
23,47
86,173
34,69
26,53
54,109
47,95
44,89
91,183
17,35
38,77
46,93
72,145
77,155
11,23
31,63
27,55
38,77
92,185
29,59
3,7
78,157
69,139
58,117
100,201
31,63
61,123
68,137
56,113
83,167
11,23
15,31
30,61
34,69
46,93
97,195
81,163
87,175
2,5
66,133
11,23
4,9
48,97
49,99
31,63
15,31
96,193
98,197
77,155
95,191
71,143
62,125
64,129
98,197
85,171
36,73
12,25
31,63
88,177
2,5
4,9
14,29
44,89
51,103
56,113
83,167
31,63
53,107
38,77
15,31
18,37
76,153
79,159
87,175
85,171
82,165
53,107
85,171
84,169
69,139
3,7
77,155
55,111
36,73
44,89
77,155
78,157
54,109
16,33
21,43
75,151
9,19
82,165
81,163
88,177
93,187
9,19
1,3
82,165
12,25
22,45
13,27
87,175
5,11
13,27
15,31
42,85
78,157
93,187
8,17
48,97
62,125
52,105
52,105
16,33
32,65
74,149
57,115
40,81
65,131
16,33
45,91
35,71
52,105
44,89
10,21
95,191
74,149
57,115
75,151
59,119
78,157
35,71
99,199
40,81
69,139
1,3
58,117
31,63
19,39
65,131
15,31
65,131
60,121
96,193
32,65
14,29
73,147
21,43
86,173
34,69
92,185
87,175
44,89
88,177
75,151
30,61
58,117
20,41
60,121
25,51
14,29
15,31
52,105
70,141
6,13
12,25
80,161
10,21
29,59
73,147
11,23
69,139
66,133
95,191
66,133
5,11
69,139
9,19
53,107
81,163
14,29
24,49
17,35
15,31
95,191
20,41
90,181
62,125
76,153
89,179
48,97
88,177
27,55
28,57
100,201
48,97
77,155
51,103
68,137
73,147
36,73
43,87
24,49
93,187
69,139
61,123
56,113
60,121
70,141
60,121
32,65
36,73
99,199
21,43
30,61
61,123
63,127
46,93
59,119
19,39
59,119
82,165
69,139
27,55
32,65
68,137
43,87
22,45
36,73
89,179
66,133
37,75
74,149
36,73
59,119
95,191
20,41
17,35
77,155
3,7
67,135
97,195
97,195
44,89
38,77
92,185
95,191
31,63
23,47
55,111
80,161
50,101
60,121
38,77
12,25
4,9
95,191
4,9
53,107
45,91
37,75
30,61
61,123
54,109
84,169
89,179
95,191
93,187
4,9
61,123
2,5
2,5
36,73
88,177
16,33
13,27
36,73
70,141
77,155
46,93
96,193
76,153
45,91
4,9
11,23
99,199
55,111
2,5
93,187
11,23
60,121
80,161
80,161
88,177
16,33
79,159
16,33
94,189
11,23
39,79
90,181
25,51
28,57
88,177
8,17
18,37
78,157
20,41
83,167
88,177
24,49
91,183
67,135
94,189
70,141
8,17
56,113
75,151
17,35
39,79
61,123
76,153
87,175
51,103
69,139
47,95
35,71
13,27
33,67
53,107
41,83
70,141
51,103
69,139
30,61
64,129
50,101
34,69
77,155
16,33
85,171
58,117
62,125
29,59
65,131
26,53
45,91
77,155
70,141
98,197
99,199
42,85
75,151
80,161
71,143
34,69
79,159
60,121
46,93
18,37
60,121
74,149
48,97
68,137
59,119
37,75
91,183
88,177
7,15
76,153
25,51
26,53
85,171
17,35
52,105
43,87
49,99
24,49
26,53
93,187
3,7
31,63
73,147
13,27
1,3
57,115
78,157
68,137
19,39
43,87
97,195
41,83
87,175
18,37
48,97
8,17
13,27
71,143
17,35
96,193
92,185
83,167
83,167
7,15
84,169
24,49
48,97
13,27
72,145
30,61
12,25
79,159
40,81
37,75
87,175
55,111
6,13
69,139
91,183
81,163
90,181
95,191
59,119
5,11
4,9
16,33
92,185
28,57
99,199
33,67
47,95
16,33
21,43
5,11
28,57
28,57
78,157
20,41
2,5
25,51
90,181
17,35
98,197
83,167
20,41
64,129
54,109
36,73
66,133
36,73
77,155
43,87
91,183
60,121
38,77
12,25
95,191
49,99
18,37
56,113
77,155
58,117
27,55
9,19
94,189
26,53
29,59
72,145
50,101
28,57
99,199
94,189
21,43
3,7
38,77
50,101
59,119
75,151
64,129
15,31
56,113
73,147
13,27
7,15
55,111
23,47
60,121
60,121
71,143
9,19
63,127
9,19
33,67
98,197
30,61
68,137
36,73
99,199
47,95
82,165
44,89
58,117
34,69
55,111
7,15
14,29
29,59
87,175
38,77
17,35
3,7
3,7
81,163
55,111
55,111
72,145
92,185
68,137
45,91
93,187
24,49
14,29
42,85
2,5
15,31
34,69
41,83
23,47
92,185
37,75
73,147
97,195
35,71
24,49
91,183
17,35
32,65
82,165
41,83
30,61
92,185
81,163
45,91
61,123
86,173
71,143
93,187
50,101
1,3
76,153
60,121
92,185
80,161
79,159
44,89
51,103
7,15
98,197
71,143
80,161
59,119
61,123
29,59
47,95
53,107
77,155
10,21
34,69
65,131
2,5
95,191
80,161
84,169
49,99
47,95
12,25
18,37
95,191
31,63
50,101
17,35
45,91
6,13
56,113
56,113
29,59
68,137
8,17
30,61
29,59
22,45
84,169
9,19
80,161
75,151
48,97
45,91
89,179
79,159
27,55
67,135
3,7
39,79
57,115
34,69
71,143
20,41
44,89
64,129
46,93
28,57
57,115
2,5
27,55
22,45
40,81
42,85
59,119
73,147
19,39
17,35
82,165
68,137
90,181
65,131
75,151
20,41
29,59
6,13
14,29
81,163
94,189
19,39
66,133
88,177
18,37
5,11
17,35
35,71
86,173
25,51
82,165
2,5
68,137
100,201
52,105
73,147
75,151
86,173
23,47
67,135
16,33
58,117
19,39
3,7
64,129
97,195
4,9
66,133
76,153
68,137
69,139
77,155
49,99
17,35
83,167
46,93
43,87
26,53
90,181
84,169
46,93
4,9
30,61
59,119
9,19
25,51
17,35
7,15
53,107
58,117
98,197
50,101
28,57
75,151
67,135
65,131
26,53
27,55
7,15
85,171
9,19
94,189
71,143
79,159
76,153
63,127
32,65
81,163
74,149
2,5
99,199
68,137
19,39
68,137
59,119
